smiles,m/z,I
O=C(O)C(=O)N(C1=C(SC=C1C)C)C(C)COC,"[126.0356 128.0526 135.104  138.0361 139.0411 152.0512 154.0307 166.0673
 167.075  168.0829 169.086  194.0623 196.0778 197.0826 198.0939 200.1096
 212.0744 226.0876 240.0683 241.0718 242.0651]","[  3.494491   1.192238   0.772899   3.445157   0.789344   0.970235
   4.26739    4.185167   1.019569   7.835882   1.274461   1.496464
   4.727841   0.764677   1.003124   1.019569   1.455353   0.814011
 100.        11.281039   4.119388]"
O=C(O)C(=O)N(C1=C(SC=C1C)C)C(C)COC,"[111.0264 125.0402 126.036  127.0399 128.0516 129.0366 132.08   133.0872
 134.0936 135.1038 136.0222 138.0358 139.0389 151.056  152.0166 152.0511
 153.0233 153.0584 154.0312 155.0346 156.0487 166.067  167.0738 168.0826
 169.0867 194.0631 196.078  212.0716 240.0683 241.0718 242.0651]","[ 12.121212   7.386364  93.876263   7.449495   7.70202    5.681818
   5.429293  10.732323   5.808081  18.623737   5.176768  55.429293
   6.313131   5.681818  11.111111  22.09596    7.386364  15.782828
  60.290404   5.871212   5.176768  24.684343  16.098485  72.222222
   9.15404    7.954545  17.424242   6.691919 100.        12.184343
   8.017677]"
O=C(O)C(=O)N(C1=C(SC=C1C)C)C(C)COC,"[111.0264 120.0807 123.0135 125.0412 126.0365 127.0412 128.0505 133.0871
 134.0947 135.1042 136.02   138.0359 140.0506 151.0444 152.0146 152.0518
 153.0583 154.0307 166.0663 167.0753 168.0831 240.0673]","[  7.23192   13.632585  12.635079   7.896924 100.        12.302577
   6.483791   9.060682   8.063175  13.133832  10.307564  55.361596
   6.899418   6.816293  13.466334  25.935162  14.297589  41.313383
  12.884456  10.141313  30.340815   9.476309]"
O=C(O)C(=O)N(C1=C(SC=C1C)C)C(C)COC,"[111.0266 120.0803 123.0144 126.0363 127.0389 132.08   134.0972 136.0201
 137.0273 138.0362 150.0349 152.0146 152.0531 154.0299]","[  8.723404   8.085106   9.468085 100.        10.851064   9.574468
  10.319149  13.297872   9.680851  40.106383  16.276596  17.659574
  18.191489  10.319149]"
O=C(N(C1=C(SC=C1C)C)C(C)COC)CS(=O)(=O)O,[210.0924 290.0505 291.0537 292.0476 322.0768 323.0799 324.0725],"[  1.30267  100.        13.911225  10.212287  82.019942  16.613059
   7.590865]"
O=C(N(C1=C(SC=C1C)C)C(C)COC)CS(=O)(=O)O,"[152.0516 166.0676 167.0772 168.0827 209.0874 210.0935 211.0966 290.0511
 291.0538 292.0481 293.0501 322.0793]","[  0.889624   3.320575   1.282714   3.506776   2.017172  28.116272
   3.486087 100.        14.771904   9.020379   0.899969   2.027516]"
O=C(N(C1=C(SC=C1C)C)C(C)COC)CS(=O)(=O)O,"[125.0416 126.0353 128.0531 134.095  135.1021 138.0374 150.0376 150.0482
 151.0447 152.052  153.0592 154.0512 166.067  167.0743 168.0454 168.0621
 168.0828 169.0543 169.0841 170.0608 170.0787 176.1058 194.0617 209.0855
 210.0936 211.0979 212.0896 226.0864 290.0501 291.0547 292.046 ]","[  2.83279    2.83279    3.584858   5.239408   2.782652   2.206067
   2.13086    5.841063   2.155929  17.773878   3.208824   2.431687
  44.046127  24.717974   6.492855   1.955377  31.486588   3.484583
   3.334169   2.105791   2.582101   2.657308   5.590374  13.512158
 100.        11.10554    5.490098   3.584858  59.388318   7.671096
   5.91627 ]"
O=C(N(C1=C(SC=C1C)C)C(C)COC)CS(=O)(=O)O,"[119.073  125.0411 126.0362 127.0423 128.0515 133.0877 134.0953 135.0249
 135.1022 138.0361 149.0412 150.0372 150.0482 151.0489 152.015  152.0517
 153.0563 166.0308 166.0671 167.0381 167.0749 168.0462 168.0595 168.0822
 169.0864 176.1068 194.0625 209.0848 210.0929 211.0977 290.0515]","[  3.632184   9.793103  24.827586   4.781609   6.022989   4.45977
  27.54023    8.45977    6.850575  21.885057   6.390805   5.517241
  15.264368   5.241379   9.333333  72.        10.068966   7.310345
 100.         4.827586  35.862069   9.37931    4.413793  49.563218
   5.471264   8.965517  13.057471   3.448276  30.390805   6.850575
   6.022989]"
O=C(N(C1=C(SC=C1C)C)C(C)COC)CS(=O)(=O)O,"[111.0245 118.0649 119.0725 125.0275 125.0413 126.0357 127.0412 128.0529
 132.0797 133.0867 134.0956 135.0254 135.1    137.0272 138.0362 139.0415
 149.0405 150.0362 151.0432 152.0147 152.0514 153.0551 166.0318 166.0663
 167.0735 168.0458 168.0837 176.1066 194.0626 210.0918]","[ 10.066225   7.086093   7.880795   7.417219  21.655629  41.059603
  11.390728   9.072848   7.549669  11.854305  31.788079   7.615894
   5.165563   7.152318  33.84106    7.81457   10.927152  14.10596
  16.688742  38.278146 100.        11.456954  16.291391  66.423841
  11.655629   9.470199  12.119205   7.350993  10.13245    8.543046]"
O=S(=O)(NC=1C=CC=CC1)N(C)C,"[120.0798 121.0875 122.0824 135.0905 136.0987 137.1063 138.1097 151.1112
 156.0102 167.106  201.0685 202.071  203.0659]","[  0.536395   0.884214   3.159703   0.955454   0.771068  82.806018
   6.357122   0.586682   0.729162   0.532205 100.         8.699661
   3.981059]"
O=S(=O)(NC=1C=CC=CC1)N(C)C,"[120.0804 121.0738 121.088  122.0827 123.0866 135.0906 136.0998 137.1066
 201.0684]","[ 11.263579   5.202973  15.208691  47.455689   5.546026   9.090909
  12.578616 100.        12.006861]"
O=S(=O)(NC=1C=CC=CC1)N(C)C,[120.0793 121.0749 121.0874 122.0832 135.0904 137.106 ],[ 61.02719   50.151057  27.794562 100.        29.305136  38.670695]
O=C(N(C=1C(=CC=CC1C)C)CCOC)CS(=O)(=O)O,[270.0797 271.0818 272.0775 273.0797 302.1055 303.1085 304.1023],"[100.        15.219458   5.395341   0.974489  80.058628  12.700048
   3.802884]"
O=C(N(C=1C(=CC=CC1C)C)CCOC)CS(=O)(=O)O,"[132.08   133.0854 146.0957 147.1032 148.1088 174.0907 175.0938 189.114
 190.1186 206.1162 270.079  271.0815 272.0744 302.1061]","[  1.74013    0.896895   0.605596   5.779992   2.384055   6.615562
   0.973553   3.326945   0.820238   1.479494 100.        13.583749
   4.200843   1.149866]"
O=C(N(C=1C(=CC=CC1C)C)CCOC)CS(=O)(=O)O,"[117.0558 131.0712 132.0794 133.0839 146.0943 148.1101 149.1148 159.1032
 174.0902 175.0941 189.1141 190.1209 206.1174 252.0682 270.0787 271.0807
 272.0749]","[  2.433342   2.096816  56.355164   8.024851  17.654673  21.615325
   2.174476   3.857106 100.        13.228061   8.439037   2.536888
   6.626974   2.303909  68.832514  12.736215   3.986539]"
O=C(N(C=1C(=CC=CC1C)C)CCOC)CS(=O)(=O)O,"[117.057  130.0652 131.0721 132.0799 133.0842 144.0792 145.0875 146.0956
 147.1028 148.1103 149.1139 158.0982 159.1028 174.0903 175.0943 206.1178
 270.078 ]","[  6.870917   4.235188  11.15116  100.        13.854472   4.865961
   2.320342  48.592025  22.30232   12.863257   2.095066   2.838477
   5.271458  95.31426    9.484118   2.34287    3.964857]"
O=C(N(C=1C(=CC=CC1C)C)CCOC)CS(=O)(=O)O,"[117.057  118.0618 130.064  131.072  132.08   133.0836 134.0963 144.0791
 145.0889 146.0955 147.0986 148.1118 158.0958 159.1005 174.0905 175.0939]","[ 15.314685   3.006993  12.564103  30.30303  100.        10.885781
   1.888112   7.342657   2.703963  62.564103  10.722611   5.780886
   6.153846   3.076923  40.722611   5.944056]"
O=C(O)C(=O)N(C=1C(=CC=CC1C)C)CCOC,[176.1072 178.1217 206.1165 207.1222 220.096  221.0989 222.1016 252.1223],"[  1.013434   1.40231    8.425642   2.085788 100.        12.066934
   1.814754  18.24181 ]"
O=C(O)C(=O)N(C=1C(=CC=CC1C)C)CCOC,"[117.0556 131.072  132.0802 133.0873 146.0958 148.0751 148.1108 149.1143
 176.1052 178.1212 206.1181 220.0958 221.0989 222.1016]","[  1.147495   2.910719  11.880772   1.763224   6.940946   1.777218
  15.365239   1.497341   4.58998    6.185278   2.392947 100.
  11.572908   1.875175]"
O=C(O)C(=O)N(C=1C(=CC=CC1C)C)CCOC,"[117.056  118.0638 120.08   130.0648 131.072  132.0797 133.0875 134.091
 146.0948 148.0767 148.1112 149.1143 158.0954 176.1067 178.1252 220.0989
 221.1016]","[ 16.63216   14.768806   6.625259  15.52795   42.374051 100.
  37.543133   6.004141  31.055901  13.52657   95.652174  11.249137
   5.935128  14.423741   6.349206  92.822636  12.560386]"
O=C(O)C(=O)N(C=1C(=CC=CC1C)C)CCOC,"[117.0569 118.0642 119.0833 120.0793 130.0648 131.0721 132.0801 133.0877
 146.0958 148.111  220.0976]","[ 35.753575  49.724972   9.570957   9.460946  57.425743  72.057206
 100.        22.332233  13.861386  45.984598  11.991199]"
O=C(O)C(=O)N(C=1C(=CC=CC1C)C)CCOC,[117.0571 118.0639 120.079  130.0643 131.0712 132.0796 133.0865 148.1097],"[ 57.238606  57.372654  14.61126  100.        58.44504   96.246649
  21.715818  21.715818]"
N#CC(C1=CC=C(OC)C(OC)=C1)(CCCNC)C(C)C,"[151.0744 165.089  177.0902 218.1173 233.1542 248.1514 260.1643 261.1679
 264.1954 291.2072 292.2105 293.2133]","[1.7913600e-01 5.0792000e-02 1.3189400e-01 8.7383000e-02 6.9634000e-02
 2.2337400e-01 1.1551000e+00 1.9360900e-01 5.3522000e-02 1.0000000e+02
 1.7245673e+01 1.3828430e+00]"
N#CC(C1=CC=C(OC)C(OC)=C1)(CCCNC)C(C)C,"[122.0956 138.0667 151.0744 153.1375 165.089  177.09   218.1173 248.1516
 260.1643 261.1679 291.2067 292.2105 293.2133]","[  1.10584    0.549408   6.953321   0.67008    2.785989   5.81428
   2.281274   8.979843  25.868487   3.566207 100.        13.402246
   1.086047]"
N#CC(C1=CC=C(OC)C(OC)=C1)(CCCNC)C(C)C,"[121.0642 122.0956 123.0434 123.1012 124.051  126.1274 131.0479 133.0642
 134.0709 135.0433 135.0794 139.074  144.0558 145.0639 147.078  148.0866
 149.0581 149.0946 151.0744 153.0798 153.1378 159.0794 160.0874 161.0594
 161.0941 162.0661 163.0744 164.0817 165.0902 172.0752 173.0816 173.0938
 174.0675 174.0901 175.0742 176.071  176.0794 177.0901 179.1054 185.0842
 186.0903 188.0697 188.103  189.0784 189.0881 193.1211 196.0865 197.0959
 201.0903 201.1243 204.1002 205.1193 211.1126 212.1189 213.0896 213.1224
 214.1221 215.1062 215.1241 216.102  216.1383 218.1163 220.1324 221.1372
 228.1133 228.1372 229.1178 229.1452 230.1166 231.1262 232.1326 233.1281
 233.1529 244.1343 245.1402 246.1433 248.1514 249.1552 250.1598 260.1642
 261.1679 262.1694 264.1954 291.2063]","[  2.566146   7.388465   1.474593   0.675302   4.27322    1.208901
   1.636223   1.430311   1.315178   2.946972   1.084911   8.989262
   0.947636   1.782354   2.056902   0.566811   1.204472   0.947636
 100.         0.648732   3.051035   2.707849   2.371305   0.5181
   1.107052   1.974981   3.132957   4.634119  52.899369   1.381601
   0.557954   0.591166   0.509244   2.705635   2.165394   2.639212
   2.021477  67.470386   4.268792   0.529171   3.32337    1.997122
   1.888631   1.450238   1.61851    2.466512   0.515886   1.658364
   1.853205   0.5181     3.004539   0.952065   0.637662   2.838481
   1.28418    0.513672   4.333001   0.996347   0.865715   1.881988
   0.553526  21.195616   1.884202   0.5181     2.420015   0.92771
   0.662017   1.361674   3.245876   0.646518   1.180117  20.084136
   4.988376   3.212665   7.302114   1.611868  26.817226   4.180228
   0.504816  28.506587   5.71903    0.535813   2.849552  19.628031]"
N#CC(C1=CC=C(OC)C(OC)=C1)(CCCNC)C(C)C,"[115.0534 116.0592 117.0692 118.041  119.0484 120.0552 121.0639 122.0357
 122.0704 122.0953 123.0429 123.0802 124.0507 128.0616 129.0684 131.0479
 132.0543 133.052  133.0636 134.0709 135.0791 139.0734 141.0673 142.0636
 143.0714 144.0558 144.0802 145.0635 146.0594 147.0434 147.0638 147.0777
 148.0861 149.0586 149.0945 151.0743 153.0814 156.0432 156.0804 157.0632
 157.0865 158.0586 158.0717 159.0682 159.0789 160.0508 160.0754 161.0585
 161.0935 162.0663 163.0735 164.082  165.0899 167.085  170.058  171.0672
 171.0783 173.0811 173.0948 174.0545 174.0633 174.0904 175.0617 175.0733
 175.0936 176.0698 176.0801 177.09   179.1049 184.075  184.0849 185.0822
 185.0943 186.0897 187.073  187.098  188.0696 188.1031 189.0773 189.0888
 190.0853 192.1129 197.0957 198.0922 199.0975 200.106  201.0912 202.1204
 203.1143 204.0998 205.1084 205.1321 212.1182 213.0902 214.1222 215.1076
 215.1249 216.1009 217.1085 218.1164 219.1171 220.1313 228.1125 230.1167
 231.1169 233.1274 234.1308 243.1371 244.133  245.1377 248.1494 260.1639]","[  2.191276   0.540396   1.734018   1.042192   1.618219   0.694795
   6.342231   0.736364   0.795748   3.168146   4.679474   0.507735
   5.095163   0.792779   1.003593   5.564298   1.535081   0.546335
   4.741827   4.522106   2.007185   5.136732   0.56415    0.78684
   0.926393   2.603997   1.695419   4.050001   6.428338   0.988747
   1.1283     5.409899   1.190653   3.132516   1.612281 100.
   0.626503   1.080792   1.172838   0.774964   0.682918   0.543365
   1.318329   1.692449   4.115324   0.570088   4.58149    2.075477
   2.894979   3.515544   3.052347   5.228778  38.22857    0.528519
   1.030316   0.721518   0.659164   2.265507   1.401467   1.466789
   1.318329  10.879183   2.425844   2.054693   1.508358   4.424122
   4.183616  28.848838   2.096262   0.691826   0.531488   0.941239
   1.080792   4.931857   1.057039   8.78886    5.867158   1.555866
   2.580243   1.823095   3.782773   6.526322   1.944832   0.694795
   0.840286   0.914516   1.514297   1.027346   1.098607   3.168146
   1.291606   1.149084   1.472728   1.431159   5.775112   0.573057
   1.235191   2.761365   3.405683   4.340984   0.766056   1.704326
   0.840286   3.245346   0.905609  16.244544   3.108762   0.727456
   3.37896    1.232222   1.983432   1.31536 ]"
N#CC(C1=CC=C(OC)C(OC)=C1)(CCCNC)C(C)C,"[107.0471 115.0536 116.0517 116.0604 117.0566 117.0686 118.0404 118.0639
 119.0482 119.0842 120.0543 120.0795 121.0638 122.035  122.0699 122.0961
 123.0428 123.0783 124.0511 126.1266 127.0532 128.0484 128.0611 129.0555
 129.0687 130.0401 130.0637 131.0718 131.0855 132.0438 132.0536 132.0802
 133.0264 133.0515 133.0641 134.0364 134.0718 135.0792 138.0663 139.0729
 140.0487 141.0686 142.0639 143.0479 143.0715 143.0843 144.0556 144.0796
 145.0848 146.059  146.0951 147.043  147.0641 147.078  147.1006 148.0374
 148.0497 148.0844 149.0581 149.0947 151.0743 152.0614 153.0675 153.0782
 154.0632 154.0762 155.0591 155.0733 156.0433 156.0794 157.05   157.0633
 157.0862 157.102  158.0706 158.0953 159.0425 159.0668 159.0789 160.0393
 160.0491 160.0744 160.0866 161.0589 161.0788 161.0941 162.0666 162.0885
 162.097  162.1148 163.0738 164.0822 165.0687 165.0898 166.0781 167.0851
 168.0825 169.0501 169.0629 170.0583 170.0702 170.0958 171.0671 171.0793
 171.1024 173.0586 173.0812 174.0528 174.0905 175.0608 175.0725 175.0939
 175.1129 176.0697 176.0815 176.1058 177.0717 177.09   178.0947 179.0866
 179.1049 181.0644 182.0718 182.0959 183.1018 184.0761 184.1123 185.0581
 185.0831 185.0941 186.0554 186.0905 187.0615 187.0976 188.1034 189.0763
 189.0887 190.085  190.1078 191.1061 192.1149 196.0861 197.0956 198.0674
 198.0909 199.0752 199.0989 200.069  200.1054 201.0782 201.0912 201.1141
 202.1214 203.093  203.1164 204.1003 205.1053 205.1315 206.1156 206.138
 212.1071 213.09   214.0836 214.1221 215.0922 215.1241 216.1014 217.1038
 218.1183 229.1075 230.1162 231.1108 232.1188 233.128  234.1324 244.1322
 245.1374 247.1444]","[  0.680669   9.834046   1.06314    1.983664   1.59471    4.47945
   2.307792   1.633606   5.587968   1.335408   2.742124   0.81032
  14.773759   3.027356   1.841048   0.745495  10.339686   0.745495
   7.558667   0.570465   1.173344   2.943083   4.434072   0.862181
   4.777648   1.983664   2.975496   2.372618   1.426164   3.131077
   4.408142   3.157008   1.03721    2.651368  12.628031   0.75846
  12.666926   4.602619  14.637625   4.460003   0.78439    2.080902
   3.241281   1.153896   3.299624   1.471542   9.166343   9.302476
   1.737327  27.071179   3.986776   3.97381    3.656165  11.221315
   0.849216   0.868663   1.685466   2.534682   9.38675    3.403345
 100.         1.646571   1.581745   0.881628   1.653053   1.186309
   2.625438   0.985349   4.259043   4.823026   0.583431   2.333722
   2.839362   0.583431   2.755089   1.931803   0.641774  11.428757
   8.945935   1.944769   1.244652  17.969662  12.414106   9.263581
   2.04849    7.56515    4.946195   0.628809   1.030727   0.862181
   3.124595   5.484247   1.653053  24.069752   0.816803   0.78439
   0.544535   0.576948   0.764942   2.91067    1.017762   0.972384
   2.819914   2.139245   1.769739   0.512122   6.30105    5.374044
  21.165565   3.254246   3.481136   3.61727    0.512122   5.762998
   4.926747   1.251134   0.927006  15.033061   2.230001   0.583431
   1.348373   0.952937   1.328925   0.622326   0.622326   2.787502
   0.667704   0.700117   2.275379   1.691949   0.700117   8.686633
   2.301309   6.741864   2.113315   4.252561   2.372618   3.020874
   2.10035    2.554129   2.411513   0.985349   2.262414   0.589913
   1.879943   0.602878   3.941398   2.054972   2.65785    1.322443
   0.985349   1.147413   2.242966   7.662388   2.184623   5.886166
   1.445611   1.918838   0.589913   0.518605   0.920524   0.75846
   1.29003    6.884481   1.257617   1.614158   2.651368   1.095553
   0.875146   0.771425   2.145728   3.144043   1.562297   9.010761
   1.127966   2.644885   0.661221   2.936601]"
N=C1N=C(SC)NC(=N1)NC(C)(C)C,[158.0492 159.0508 160.0446 214.1124 215.1146 216.1081],[ 18.00644    0.585619   0.443753 100.         6.077975   2.262553]
N=C1N=C(SC)NC(=N1)NC(C)(C)C,[158.0492 159.0508 160.0446 214.1124 215.1146 216.1081],[100.         3.714712   3.20126   11.082732   1.219779   0.485953]
N=C1N=C(SC)NC(=N1)NC(C)(C)C,[116.0268 158.0486 159.0508 160.0446],[  2.723266 100.         5.00361    3.628506]
N=C1N=C(SC)NC(=N1)NC(C)(C)C,[116.0272 117.03   125.0687 143.0251 158.0486 159.0511],[ 15.398872   1.248993   0.902498   2.812248 100.         5.898469]
N=C1N=C(SC)NC(=N1)NC(C)(C)C,[116.0269 125.0687 143.0254 158.0483],[ 46.199408   5.034551  11.154985 100.      ]
C=1C=CC=2NC=3C=CC=CC3C=CC2C1,"[135.0428 165.069  167.0732 177.0694 179.0723 192.0797 194.0957 195.0991
 196.1008]","[  0.650007   0.727045   0.828157   0.572969   2.831143   2.407434
 100.        14.492754   0.823342]"
C=1C=CC=2NC=3C=CC=CC3C=CC2C1,"[117.0573 128.0491 135.0426 151.0528 152.0613 165.0681 167.0714 169.0653
 176.0611 177.0696 178.0651 179.0711 190.0658 191.0721 194.0957 195.0991
 196.1008]","[  0.612163   0.612163   0.652437   0.684656   3.850181   5.549738
   7.4265     1.095449   1.377366   2.118405   3.254128  29.883206
   0.69271    2.980266 100.        15.819573   0.660491]"
C=1C=CC=2NC=3C=CC=CC3C=CC2C1,"[117.0561 126.0457 128.062  139.0538 150.0446 151.0531 152.0607 153.0583
 163.0526 164.0616 165.0683 166.0667 167.0712 169.063  176.0622 177.0558
 177.0695 179.0715 190.0638 191.0719 194.0939]","[  3.516295   2.715838   2.601487   7.604345   4.431103   6.7753
  25.300172   7.518582   2.858776   3.116066  46.112064  13.379074
  39.222413  11.949686   8.033162  10.291595   4.316752 100.
   6.51801   40.708977  76.901086]"
C=1C=CC=2NC=3C=CC=CC3C=CC2C1,"[115.0534 126.0444 128.0495 129.0558 139.0538 140.0495 150.0451 151.0528
 152.0605 153.0568 163.0532 164.0613 166.0648 167.0721 168.0569 169.0637
 176.0608 177.0567 179.0708 190.0641 193.0872 194.0928]","[  4.136622   7.628083   9.108159   3.301708  26.413662  11.688805
  16.394687  20.075901  59.051233  22.239089  11.195446  15.44592
  34.497154  55.294118   3.719165  25.313093  10.664137  26.26186
  67.286528  25.085389 100.        24.933586]"
ClC1=NC=C(C=C1)CN2C(O)=NCC2,"[126.0093 128.025  129.0282 130.022  176.0814 195.0313 212.0575 213.0604
 214.0548 215.0574]","[  0.214561   2.831211   0.194688   0.923761   0.119856   0.194067
 100.         6.640211  20.100729   0.833714]"
ClC1=NC=C(C=C1)CN2C(O)=NCC2,"[126.0096 127.0142 128.0064 128.0253 129.0284 130.022  131.0254 133.0747
 169.0154 169.0517 176.0807 194.0467 195.031  196.0359 197.0285 212.0578
 213.0604 214.0548 215.0574]","[ 17.474383   2.101103   4.592564  88.488338   4.367132  22.410462
   0.767054   0.987606   0.626525   1.62389    5.145896   1.282327
   3.703523   0.444032   1.133015 100.         7.309456  24.834586
   1.044208]"
ClC1=NC=C(C=C1)CN2C(O)=NCC2,"[114.0104 116.0071 118.0518 120.0666 121.0752 123.0542 126.0096 127.0142
 128.0064 128.0253 129.0284 130.0222 131.0254 131.0599 132.0673 133.075
 134.0787 141.02   142.0049 142.0277 144.0204 164.0926 167.0363 168.0207
 169.0158 169.0517 171.0484 176.0813 194.0473 195.0309 196.0433 212.0577]","[  2.411973   1.279136   0.519958   0.822443   0.60497    0.798719
  55.11358   11.866116  15.318005 100.         6.01807   27.91562
   0.946996   0.646488   0.642534   4.914889   0.517981   1.3167
   1.937486   0.875823   1.816888   0.917341   0.618809   0.583223
   1.352286   1.929578   0.523912   7.198355   2.261719   2.344754
   0.962812   9.394832]"
